comment_id,video_id,author,author_channel_url,published_at,updated_at,is_edited,like_count,text
Ugwvw6IrhjxOwskaNf14AaABAg,ZyUd-47fRT8,@ГеоргиДимитров-н6л,http://www.youtube.com/@%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%94%D0%B8%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2-%D0%BD6%D0%BB,2026-08-30T07:03:06Z,2026-08-30T07:08:44Z,True,0,"My predictions in the start (I am really late but still...)
Crystal Palace 1:2 Man City
Liverpool 2:0 Forest
Bournemouth 1:1 Everton
Coventry 2:1 Hull City
Tottenham 2:2 Newcastle
Chelsea 3:1 Brighton
Leeds 1:1 Brentford
Sunderland 1:1 Fulham
Man United 1:0 Ipswich
Aston Villa 1:2 Arsenal"
Ugy5bkZEE7VY5dLXw4x4AaABAg,ZyUd-47fRT8,@zlolasers,http://www.youtube.com/@zlolasers,2026-08-30T03:45:46Z,2026-08-30T03:45:46Z,False,0,the city prediciton is so fucking bad
UgztRVI57WSd4c3P-TV4AaABAg,ZyUd-47fRT8,@ForzAchilles,http://www.youtube.com/@ForzAchilles,2026-08-29T19:52:33Z,2026-08-29T19:52:33Z,False,0,"Clearly this guy doesn't watch football at all. The 'rebuild' that is being sold by city is because they didn't work. reijnders was terrible, savinho had no output, marmoush didn't fit the system. Nico maybe should've stayed but very reasonable business. Why wait 2-3 seasons for their value to drop then sell them at a loss. Ruthless business and new manager knows what he wants."
UgzSzgY3z8GtUqzye9t4AaABAg,ZyUd-47fRT8,@noraniesoh,http://www.youtube.com/@noraniesoh,2026-08-29T17:36:24Z,2026-08-29T17:36:24Z,False,0,"Gw 2 predictions (uploaded at halftime during the spurs Newcastle match)
Spurs vs Newcastle 0-1
Chelsea vs Brighton 3-3
Leeds vs Brentford 1-2
Sunderland vs Fulham 0-0
Man Utd vs Ipswich 1-0
Aston Villa vs Arsenal 1-2"
UgyINh5YfuGZu3Y4L4Z4AaABAg,ZyUd-47fRT8,@ДушанРаковић,http://www.youtube.com/@%D0%94%D1%83%D1%88%D0%B0%D0%BD%D0%A0%D0%B0%D0%BA%D0%BE%D0%B2%D0%B8%D1%9B,2026-08-29T16:45:54Z,2026-08-29T16:45:54Z,False,0,"Ive missed the first 5 games😔😔
So here are my Sunday and Monday presictions
Chelsea-Brighton 3-1
Leeds-Brentford 1-0
Sunderland-Fulham 1-1
Man Utd-Ipswich 2-0
Villa-Arsenal 0-3"
Ugz82IFP9TbUEhSTFYB4AaABAg,ZyUd-47fRT8,@squadzmilner9001,http://www.youtube.com/@squadzmilner9001,2026-08-29T16:45:21Z,2026-08-29T16:45:21Z,False,1,Brighton will definitely win now.
Ugxj4wLj_ZaxLMDKkRh4AaABAg,ZyUd-47fRT8,@ghostsubject9955,http://www.youtube.com/@ghostsubject9955,2026-08-29T16:42:20Z,2026-08-29T16:42:20Z,False,0,City losing huh
UgzEW_zNU-a1XPM2SN94AaABAg,ZyUd-47fRT8,@jakeness9934,http://www.youtube.com/@jakeness9934,2026-08-29T15:58:21Z,2026-08-29T15:58:21Z,False,0,Dawg Boehly hasn’t had involvement in transfers in years and is literally selling his shares of the club
UgwtmZ1u50n-cf4B2pF4AaABAg,ZyUd-47fRT8,@Drunken_Master,http://www.youtube.com/@Drunken_Master,2026-08-29T14:59:15Z,2026-08-29T14:59:15Z,False,0,50 million for Man City flop is huge waste of money
UgwQRk0of3AIt6-3UcN4AaABAg,ZyUd-47fRT8,@Lord_of_the_Pudding,http://www.youtube.com/@Lord_of_the_Pudding,2026-08-29T14:47:24Z,2026-08-29T14:47:24Z,False,1,"Palace-City and Pool-Forest matches are over and Bournemouth and Coventry matches started but I don't know the result
Bournemouth 2 - Everton 1
Coventry 0 - Hull 1
Tottenham 1 - Newcastle 2
Chelsea 3 - Brighton 2
Leeds 0 - Brentford 2
Sunderland 1 - Fulham 1
Man Utd 2 - Ipswich 1
Villa 0 - Arsenal 3"
UgypxrHmxYEiVB9Dz3V4AaABAg,ZyUd-47fRT8,@mahbluebird,http://www.youtube.com/@mahbluebird,2026-08-29T14:08:36Z,2026-08-29T14:08:36Z,False,1,"So can I have a signed ""I'm Kenough"" shirt from the Barbie movie?"
UgxRpmF0pHnbI1EMEYV4AaABAg,ZyUd-47fRT8,@Kam08-r5u,http://www.youtube.com/@Kam08-r5u,2026-08-29T13:56:34Z,2026-08-29T13:56:34Z,False,0,"Palace 1-3 City
Liverpool 1-1 Forest
Coventry 0-2 Hull
Bournemouth 1-2 Everton 
Spurs 2-2 Newcastle 
Chelsea 2-2 Brighton 
Leeds 0-2 Brentford
Man United 3-1 Ipswich
Villa 0-2 Arsenal thanks Irish guy for uploading late"
Ugw6bTnFKh0d6pRyyfJ4AaABAg,ZyUd-47fRT8,@DNOPLAYSGAMES,http://www.youtube.com/@DNOPLAYSGAMES,2026-08-29T13:53:41Z,2026-08-29T13:53:41Z,False,1,Predicting palace to beat Man City is so stupid. Aggressively stupid
UgyFHOuooIvFyAsYNPd4AaABAg,ZyUd-47fRT8,@btr9160,http://www.youtube.com/@btr9160,2026-08-29T13:49:32Z,2026-08-29T13:49:32Z,False,0,"Here’s the predictions for the 8 Premier League, that haven’t taken place yet. As off 2.49PM UK time.

AFC 1 Everton 1
Coventry City 1 Hull City 2
Tottenham 1 Newcastle United 2
Chelsea 3 Brighton 1
Leeds 2 Brentford 2
Sunderland 2 Fulham 3
Manchester United 2 Ipswich 1
Aston Villa 1 vs AFC 4"
Ugw0jK-WpZpbgJTeT_t4AaABAg,ZyUd-47fRT8,@fsNUFC,http://www.youtube.com/@fsNUFC,2026-08-29T13:35:04Z,2026-08-29T13:35:04Z,False,4,Brian McBride in the 9th min according to my ai 😂
UgxFAWEwSXGo_agg6T14AaABAg,ZyUd-47fRT8,@eliashaugenberg5879,http://www.youtube.com/@eliashaugenberg5879,2026-08-29T12:15:38Z,2026-08-29T12:15:38Z,False,1,"My Premier League gameweek 2

Crystal Palace 0-2 Man City
Liverpool 3-1 Nottingham
Bournemouth 0-2 Everton
Coventry 1-1 Hull
Spurs 1-2 Newcastle
Leeds 1-1 Brentford
Chelsea 2-1Brighton
Sunderland 2-1 Fulham
Man U 3-0 Ipswich
Aston Villa 0-2 Arsenal"
UgxVJqdVKb2OzBMUnJN4AaABAg,ZyUd-47fRT8,@Official_CS,http://www.youtube.com/@Official_CS,2026-08-29T11:50:07Z,2026-08-29T11:50:07Z,False,0,"(Late) Predictions
Crystal Palace 0 vs Manchester City 3
Liverpool 2 vs Nottingham Forest 1
Bournemouth 1 vs Everton 0
Coventry City 2 vs Hull City 0
Tottenham 1 vs Newcastle 1
Chelsea 2 vs Brighton 2
Leeds 1 vs Brentford 0
Sunderland 2 vs Fulham 0
Manchester United 3 vs Ipswich Town 1
Aston Villa 1 vs Arsenal 4"
UgyblXbbBBcis-zL2YJ4AaABAg,ZyUd-47fRT8,@lobstergeorge,http://www.youtube.com/@lobstergeorge,2026-08-29T11:33:37Z,2026-08-29T11:33:37Z,False,1,"City Palace, idk already happened 

Liverpool 2, Forest 0

Coventry 1, Hull 1

Bournemouth 0, Everton 0

Tottenham 1, Newcastle 3

Chelsea 3, Brighton 1

Leeds 2, Brentford 2

Sunderland 1, Fulham 2

Man u 2, Ipswich 0

Aston Villa 1, Arsenal 2"
UgzMosRO-9Ew2rx4Rh94AaABAg,ZyUd-47fRT8,@denis_suarezz,http://www.youtube.com/@denis_suarezz,2026-08-29T11:25:27Z,2026-08-29T11:25:27Z,False,0,"Crystal Palace 1-3 Man City
Liverpool 2:0Forest
Bournemouth 2-2 Everton
Coventry 0:1 Hull
Tottenham 2-1 Newcastle
Chelsea 2:1 Brighton 
Leed 0:1 Brentford
Sunderland 2-2 Fulham
Man United 3-0 Ipswich
Aston Villa 0:2 Arsenal"
Ugw8pREJX8CyzZflQoB4AaABAg,ZyUd-47fRT8,@WojciechGibas,http://www.youtube.com/@WojciechGibas,2026-08-29T11:11:26Z,2026-08-29T11:11:26Z,False,0,"Liverpool 2 Nottingham 0
Coventry City 1 Hull City 1
Bournemouth 1 Everton 2
Tottenham 1 Newcastle 2
Chelsea 3 Brighton 1
Leeds 2 Brentford 3
Sunderland 2 Fulham 2
Man United 1 Ipswich Town 0
Aston Villa 0 Arsenal 3"
Ugzo_3Bhf3KwPOwwqRh4AaABAg,ZyUd-47fRT8,@Truuee_bluuee,http://www.youtube.com/@Truuee_bluuee,2026-08-29T11:08:06Z,2026-08-29T11:08:06Z,False,1,Gary o'neill forced hate is back 😂
UgxmS6yoga0lhzoSBwd4AaABAg,ZyUd-47fRT8,@AwesomeYears,http://www.youtube.com/@AwesomeYears,2026-08-29T11:07:02Z,2026-08-29T11:07:02Z,False,1,"Liverpool vs Nottingham 2-0
Bournemouth vs Everton 1-1
Coventry vs Hull 1-2
Tottenham vs Newcastle 3-2
Chelsea vs Brighton 3-0
Leeds vs Brentford 0-4
Sunderland vs Fulham 0-0
Man United vs Ipswich 2-1
Aston Villa vs Arsenal 0-2"
UgyKFyeu8TaXv5mLfCN4AaABAg,ZyUd-47fRT8,@aleksandarivanov6540,http://www.youtube.com/@aleksandarivanov6540,2026-08-29T10:55:15Z,2026-08-29T10:55:15Z,False,0,"Crystal Palace - Man City N/A
Liverpool - Nottingham Forrest 2-1
Bournemouth- Everton 0-0
Coventry - Hull 1-0
Tottenham - Newcastle 2-2
Chelsea - Brighton 1-0
Leeds - Brentford 0-1
Sunderland- Fulham 0-0
Man United - Ipswich 3-0
Aston Villa - Arsenal 0-2"
Ugw7Oeh8ZURAW_woFkF4AaABAg,ZyUd-47fRT8,@anmaroud9813,http://www.youtube.com/@anmaroud9813,2026-08-29T10:54:11Z,2026-08-29T10:54:11Z,False,0,"GW 2 predictions (this is uploaded after the palace vs city match)
Livepool 2 - 1 Forest 
Bournemouth 3 - 1 Everton
Coventry 2 - 2 Hull
Tottenham 0 - 1 Newcastle
Chelsea 3 - 2 Brighton
Leeds 1 -  1 Brentford
Sunderland 2 - 0 Fullham
Man u 1 - 0 Ipswich
Aston Villa 0 - 2 Arsenal"
UgzJCnjUycGeJwuCpf14AaABAg,ZyUd-47fRT8,@itschris2628,http://www.youtube.com/@itschris2628,2026-08-29T10:29:08Z,2026-08-29T10:29:08Z,False,0,"Crystal Palace 0-2 City 
Liverpool 2-1 Nottingham 
Bournemouth 1-0 Everton
Coventry 1-1 Hull
Tottenham 1-2 Newcastle 
Chelsea 3-2 Brighton
Leeds 1-1 Brentford
Sunderland 0-1 Fulham
Man Utd 3-1 Ipswich 
Aston Villa 0-2 Arsenal"
UgwgjXydy35LyVPKZ9B4AaABAg,ZyUd-47fRT8,@aaronjames1235,http://www.youtube.com/@aaronjames1235,2026-08-29T10:05:49Z,2026-08-29T10:05:49Z,False,0,"Whoever wins the predictions this year, ask for the Soviet Union home kit from 1989-91…"
UgwwlRS70e4b0egYFhR4AaABAg,ZyUd-47fRT8,@lukecummins4403,http://www.youtube.com/@lukecummins4403,2026-08-29T10:03:48Z,2026-08-29T10:03:48Z,False,0,"Didn’t see the video before the palace game so the other predictions are:
Liverpool 2-1 Forest
Bournemouth 3-2 Everton
Coventry 2-2 Hull
Spurs 0-2 Newcastle 
Chelsea 3-3 Brighton
Leeds 2- 1 Brentford
Sunderland 1-1 Fulham
Man Utd 1-1 Ipswich 
Aston Villa 0-2 Arsenal"
UgyxiGOczi8o131DO8Z4AaABAg,ZyUd-47fRT8,@Kixcollects6116,http://www.youtube.com/@Kixcollects6116,2026-08-29T10:00:18Z,2026-08-29T10:04:23Z,True,0,"I'm a bit late, but I'll still predict:
I would have done Man city 2 palace 0
Liverpool 1 Forest 2
Bournemouth 3 Everton 1
Coventry 1 Hull 2
Tottenham 2 Newcastle 1
Chelsea 1 Brighton 3
Leeds 2 Brentford 2
Manchester United 2 Ipswich 1
Arsenal 2 Aston Villa 1"
UgyEvItJQGTv5lhipaZ4AaABAg,ZyUd-47fRT8,@antonio5219,http://www.youtube.com/@antonio5219,2026-08-29T09:29:36Z,2026-08-29T09:29:36Z,False,1,"Here with the predictions after Palace-City 1-4 and right before Liverpool-Forest one:
Liverpool-Nottingham Forest 2-0
Coventry-Hull 1-1
Bournemouth-Everton 0-3
Spurs-Newcastle 2-1
Chelsea-Brighton 3-3
Leeds-Brentford 0-1
Sunderland-Fulham 0-1
Man United-Ipswich Town 2-1
Aston Villa-Arsenal 0-2"
Ugwr70p1X5uLr1sK-mB4AaABAg,ZyUd-47fRT8,@dandoyle834,http://www.youtube.com/@dandoyle834,2026-08-29T09:27:38Z,2026-08-29T09:27:38Z,False,0,"My predictions on Saturday morning ( I thought man city would win 2-0 against palace ) 

Liverpool 3 Forest 1
Bournemouth 2 Everton 1 
Coventry 1 Hull 1 
Tottenham 1 Newcastle 2 
Chelsea 2 Brighton 2 
Leeds 1 Brentford 2 
Sunderland 2 Fulham 0
Man united 3 Ipswich 0
Villa 1 Arsenal 3"
Ugyx_9EKrHHA5hbyILh4AaABAg,ZyUd-47fRT8,@nevaagen,http://www.youtube.com/@nevaagen,2026-08-29T09:24:55Z,2026-08-29T09:25:55Z,True,0,"Liverpoo 2v 2 Forest
 Bournemouth 2 v 0 Everton
 Coventry 1 v 1 Hull
Tottenham 1 v 3 Newcastle
 Chelsea 3 v 2 Brighton      
 Leeds 1 v 1  Brentford
 Sunderland 0 v 0 Fulham
Man United 1 v 2 Ipswich
 Aston Villa1 v 3 Arsenal"
Ugyjg50mUKU6xWZBM3F4AaABAg,ZyUd-47fRT8,@haziqnickel6259,http://www.youtube.com/@haziqnickel6259,2026-08-29T09:14:48Z,2026-08-29T09:14:48Z,False,0,"I don't know your format to predict so I put 2 version

Version 1
Liverpool 2-1 Forest
Bournemouth 1-1 Everton
Coventry 3-1 Hull
Tottenham 2-2 Newcastle
Chelsea 2-1 Brighton 
Leeds 2-2 Brentford
Sunderland 2-1 Fulham
Man Utd 3-1 Ipswich 
Aston Villa 0-2 Arsenal

Version 2
Liverpool 2 Forest 1
Bournemouth 1 Everton 1
Coventry 3 Hull 1
Tottenham 2 Newcastle 2
Chelsea 2 Brighton 1
Leeds 2 Brentford 2
Sunderland 2 Fulham 1
Man Utd 3 Ipswich 1
Aston Villa 0 Arsenal 2"
UgyFchIs7nXfHqXZ7Ot4AaABAg,ZyUd-47fRT8,@rishabh2310,http://www.youtube.com/@rishabh2310,2026-08-29T09:09:29Z,2026-08-29T09:09:29Z,False,0,"Crystal Palace 1-4 Man City
Liverpool 2-0 Forest 
Bournemouth 2-1 Everton
Coventry 1-0 Hull
Tottenham 2-0 Newcastle 
Chelsea 3-1 Brighton
Leeds 2-2 Brentford
Sunderland 0-0 Fulham
Man United 3-0 Ipswich
Aston Villa 0-3 Arsenal"
Ugz2ba0tvOS5Nh5Rx494AaABAg,ZyUd-47fRT8,@subscribetoartguyfootball12353,http://www.youtube.com/@subscribetoartguyfootball12353,2026-08-29T09:09:08Z,2026-08-29T09:09:08Z,False,0,9:07 yep he  is
UgzWcNYwuQaOFJQ4PEh4AaABAg,ZyUd-47fRT8,@Number-wq3fq,http://www.youtube.com/@Number-wq3fq,2026-08-29T09:05:22Z,2026-08-29T09:05:22Z,False,0,"Doing this after the Palace - City game so feel free to ignore that (putting 0-0 just to keep the list complete)

Crystal Palace 0-0 Man City
Liverpool 2-0 Forest 
Bournemouth 2-2 Everton
Coventry 2-1 Hull
Tottenham 0-1 Newcastle 
Chelsea 2-1 Brighton
Leeds 1-1 Brentford
Sunderland 0-0 Fulham
Man United 2-1 Ipswich
Aston Villa 0-2 Arsenal"
Ugzx_EgKJhUaNMAWuqB4AaABAg,ZyUd-47fRT8,@vanir5346,http://www.youtube.com/@vanir5346,2026-08-29T08:49:36Z,2026-08-29T08:49:36Z,False,0,2:40 yh but thats city looking at this players and saying they aint good enough and binning them rather than persisting with them and being underwhelming
UgyAJxqKqi1rhlrZQQZ4AaABAg,ZyUd-47fRT8,@theforeverchild1191,http://www.youtube.com/@theforeverchild1191,2026-08-29T08:45:21Z,2026-08-29T08:45:21Z,False,0,"Dibbling didnt score it was 3 for barry and johnson,he just hates Everton"
Ugysjq6YMHBfULwkMNF4AaABAg,ZyUd-47fRT8,@TheFrankfurtTorpedo,http://www.youtube.com/@TheFrankfurtTorpedo,2026-08-29T08:29:32Z,2026-08-29T08:29:32Z,False,0,"A little late prediction but I had the Man City one chalked before this video was uploaded
Crystal Palace 0 - 3 Man City
Liverpool 3 - 1 Forest
Bournemouth 2 - 2 Everton
Coventry 0 - 1 Hull
Spurs 0 - 1 Newcastle
Chelsea 2 - 2 Brighton 
Sunderland 2 - 2 Fulham
Man United 2 - 0 Ipswich
Aston Villa 0 - 2 Arsenal"
UgwxlUCXZAnyB95pqlZ4AaABAg,ZyUd-47fRT8,@amanbelani3518,http://www.youtube.com/@amanbelani3518,2026-08-29T08:23:25Z,2026-08-29T08:23:25Z,False,0,"Crystal Palace 1-4 Man City
Liverpool 3- 0 Forest
Bournemouth 1-2 Everton
Coventry 2-2 Hull City
Spurs 1-1 Newcastle 
Chelsea 2-0 Brighton 
Leeds 2-1 Brentford 
Sunderland 1-1 Fulham
Man United 2-1 Ipswich
Aston Villa 1-2 Arsenal"
UgxObBbAHxWFAM1qHuF4AaABAg,ZyUd-47fRT8,@mattjohnson9913,http://www.youtube.com/@mattjohnson9913,2026-08-29T08:20:11Z,2026-08-29T08:20:11Z,False,0,Btw Ipswich’s manager for the 9-0 was George Burley
Ugw6JDDJuhZR_AUUu8d4AaABAg,ZyUd-47fRT8,@danenull254,http://www.youtube.com/@danenull254,2026-08-29T08:09:42Z,2026-08-29T08:09:42Z,False,0,"Couldn't you have released this vid a day earlier? Like barely any time before the friday game, people at work or asleep don't get a chance to predict the first game. Skipped the palace vs city game.

Liverpool 2-1 Forest
Bournemouth 1-0 Everton
Coventry 1-1 Hull
Tottenham 2-1 Newcastle
Chelsea 2-2 Brighton
Leeds 1-2 Brentford
Sunderland 2-2 Fulham
Man United 2-1 Ipswich
Aston Villa 0-2 Arsenal"
Ugzam7S9m0Suk6GozDt4AaABAg,ZyUd-47fRT8,@chingydingyz,http://www.youtube.com/@chingydingyz,2026-08-29T08:00:19Z,2026-08-29T08:00:19Z,False,0,kroupi out for like 3 months
UgxBopxt8J7-CJs4PW94AaABAg,ZyUd-47fRT8,@mohsinkhanwrites2985,http://www.youtube.com/@mohsinkhanwrites2985,2026-08-29T07:57:31Z,2026-08-29T07:57:31Z,False,0,"My predictions 
Liverpool 1-0 Nottingham 
Bournemouth 3-1 Everton 
Coventry 0-2 Hull
Tottenham 2-1 Newcastle 
Chelsea 2-1 Brighton
Leeds 1-3 Brentford
Sunderland 1-0 Fulham
Man utd 5-0 Ipswich (hatrick)
Aston Villa 1-3 Arsenal

Came here after Crystal Palace vs Man City so still a loyal predictor going to predict the remaining 9"
UgxB2-idtoG7tXR9rCR4AaABAg,ZyUd-47fRT8,@hanizahab8032,http://www.youtube.com/@hanizahab8032,2026-08-29T07:33:11Z,2026-08-29T07:33:11Z,False,0,Can you stop the gimmick that bouaddi has been bought purely because of his wc performances 🤣 big teams have been scouting him for 3 years now
UgzvPmYZ20YlFXhfFMx4AaABAg,ZyUd-47fRT8,@LordEdmund1973,http://www.youtube.com/@LordEdmund1973,2026-08-29T07:00:55Z,2026-08-29T07:00:55Z,False,0,"Palace vs Man City: Already happened

Liverpool vs Notts Forest: 2-0

Coventry vs Hull: 0-1

Bournemouth vs Everton: 1-3

Spurs vs Newcastle: 1-2

Chelsea vs Brighton: 2-3 (Brighton are often a weird bogie team for Chelsea)

Leeds vs Brentford: 2-3, Leeds are good, but Brentford seem even better. Brentford might make a top 5 push.

Sunderland vs Fulham: 0-3

Man Utd vs Ipswich: 3-0

Villa vs Arsenal: 0-2"
UgzNbspwy60dIBbZ9l14AaABAg,ZyUd-47fRT8,@Pokevlogster,http://www.youtube.com/@Pokevlogster,2026-08-29T06:56:18Z,2026-08-29T06:56:18Z,False,0,"Liverpool 2-1 Forest
Bournemouth 1-1 Everton
Coventry 1-0 Hull
Tottenham 2-2 Newcastle
Chelsea 1-1 Brighton
Leeds 1-1 Brentford
Sunderland 0-0 Fulham
Man United 2-0 Ipswich
Aston Villa 0-2 Arsenal"
UgwqvYQdQ-RQnexJSy14AaABAg,ZyUd-47fRT8,@renecasstro,http://www.youtube.com/@renecasstro,2026-08-29T06:51:00Z,2026-08-29T06:51:00Z,False,0,"urnemouth 0-1 Everton
Coventry 1-2 Hull
Spurs 1-2 Castle
Chelshit 2-0 Brighton
leeds 0-2 brentford
sunderland0-2 fulham
yanited 3-1 ipswich
asston 0-2 arseanal"
UgyQo7Yet-jU3hdeoQF4AaABAg,ZyUd-47fRT8,@HamzaSahi-v7z2n,http://www.youtube.com/@HamzaSahi-v7z2n,2026-08-29T06:45:46Z,2026-08-29T06:45:46Z,False,1,"MY PREDICTIONS FOR GAMEWEEK 2:

Liverpool 2-1 Forest
Bouremouth 1-1 Everton
Coventry 1-0 Hull
Spurs 2-2 Newcastle
Chelsea 3-2 Brighton
Leeds 1-1 Brentford
Sunderlan 1-2 Fulham
Man utd 2-1 Ipswitch
Villa 0-2 Arsenal"
UgwwNAPyT9tkfa8SeaB4AaABAg,ZyUd-47fRT8,@nep2222,http://www.youtube.com/@nep2222,2026-08-29T06:43:39Z,2026-08-29T06:43:39Z,False,0,"Liverpool 3  vs Forrest 0
Bournemouth 2 vs Everton 2
Coventry 2 vs Hull 0
Spurs 1 vs Newcastle 3
Chelsea 2 vs Brighton 1
Sunderland 2 vs Brentford 2
Man U 3 vs Ipswich 1
Aston Villa 0 vs Arsenal 2"
